"Order Number","Line Item","Order Date","Delivery Date",CustomerKey,StoreKey,ProductKey,Quantity,"Currency Code"
412004,3,"2016-02-16 00:00:00","Not Available",1076568,37,1921,3,GBP
412004,4,"2016-02-16 00:00:00","Not Available",1076568,37,368,1,GBP
412005,1,"2016-02-16 00:00:00","2016-02-21 00:00:00",1838833,0,1271,1,USD
412005,2,"2016-02-16 00:00:00","2016-02-21 00:00:00",1838833,0,2102,7,USD
412005,3,"2016-02-16 00:00:00","2016-02-21 00:00:00",1838833,0,740,1,USD
412005,4,"2016-02-16 00:00:00","2016-02-21 00:00:00",1838833,0,1098,1,USD
412006,1,"2016-02-16 00:00:00","Not Available",375538,10,1771,3,CAD
412006,2,"2016-02-16 00:00:00","Not Available",375538,10,1655,2,CAD
412007,1,"2016-02-16 00:00:00","Not Available",213985,9,1755,1,CAD
412007,2,"2016-02-16 00:00:00","Not Available",213985,9,1280,1,CAD
412008,1,"2016-02-16 00:00:00","Not Available",950191,41,394,6,GBP
412008,2,"2016-02-16 00:00:00","Not Available",950191,41,2055,3,GBP
412008,3,"2016-02-16 00:00:00","Not Available",950191,41,1651,1,GBP
412008,4,"2016-02-16 00:00:00","Not Available",950191,41,1296,3,GBP
412009,1,"2016-02-16 00:00:00","Not Available",1375827,43,1693,6,USD
412010,1,"2016-02-16 00:00:00","Not Available",1428180,44,126,2,USD
412010,2,"2016-02-16 00:00:00","Not Available",1428180,44,1574,10,USD
412010,3,"2016-02-16 00:00:00","Not Available",1428180,44,79,2,USD
412010,4,"2016-02-16 00:00:00","Not Available",1428180,44,718,1,USD
412011,1,"2016-02-16 00:00:00","Not Available",1698157,63,1261,10,USD
412011,2,"2016-02-16 00:00:00","Not Available",1698157,63,1707,1,USD
412011,3,"2016-02-16 00:00:00","Not Available",1698157,63,48,1,USD
412011,4,"2016-02-16 00:00:00","Not Available",1698157,63,85,3,USD
412012,1,"2016-02-16 00:00:00","Not Available",1813538,57,1365,2,USD
412012,2,"2016-02-16 00:00:00","Not Available",1813538,57,1242,1,USD
412012,3,"2016-02-16 00:00:00","Not Available",1813538,57,1590,2,USD
412012,4,"2016-02-16 00:00:00","Not Available",1813538,57,1168,2,USD
412013,1,"2016-02-16 00:00:00","Not Available",587649,24,1612,1,EUR
412013,2,"2016-02-16 00:00:00","Not Available",587649,24,145,10,EUR
412014,1,"2016-02-16 00:00:00","Not Available",1474834,53,1650,3,USD
412015,1,"2016-02-16 00:00:00","Not Available",1240530,57,1600,1,USD
412015,2,"2016-02-16 00:00:00","Not Available",1240530,57,124,2,USD
413001,1,"2016-02-17 00:00:00","Not Available",1857461,45,1689,10,USD
413002,1,"2016-02-17 00:00:00","Not Available",943159,37,1613,3,GBP
413003,1,"2016-02-17 00:00:00","Not Available",1049709,42,1645,3,GBP
413003,2,"2016-02-17 00:00:00","Not Available",1049709,42,87,1,GBP
413003,3,"2016-02-17 00:00:00","Not Available",1049709,42,1449,1,GBP
413005,1,"2016-02-17 00:00:00","Not Available",1437978,64,2011,1,USD
413007,1,"2016-02-17 00:00:00","Not Available",986569,40,1704,2,GBP
413007,2,"2016-02-17 00:00:00","Not Available",986569,40,1588,1,GBP
413007,3,"2016-02-17 00:00:00","Not Available",986569,40,1616,5,GBP
413008,1,"2016-02-17 00:00:00","Not Available",703938,28,148,1,EUR
413008,2,"2016-02-17 00:00:00","Not Available",703938,28,429,3,EUR
413009,1,"2016-02-17 00:00:00","Not Available",1868588,44,1308,4,USD
413010,1,"2016-02-17 00:00:00","Not Available",122511,6,1268,2,AUD
413010,2,"2016-02-17 00:00:00","Not Available",122511,6,2106,2,AUD
413011,1,"2016-02-17 00:00:00","2016-02-26 00:00:00",246888,0,1637,5,CAD
413011,2,"2016-02-17 00:00:00","2016-02-26 00:00:00",246888,0,1636,1,CAD
413011,3,"2016-02-17 00:00:00","2016-02-26 00:00:00",246888,0,1586,7,CAD
413012,1,"2016-02-17 00:00:00","Not Available",980266,36,1305,3,GBP
413012,2,"2016-02-17 00:00:00","Not Available",980266,36,2495,1,GBP
413013,1,"2016-02-17 00:00:00","Not Available",1737226,55,1115,1,USD
413013,2,"2016-02-17 00:00:00","Not Available",1737226,55,1431,5,USD
413014,1,"2016-02-17 00:00:00","Not Available",1062632,37,65,1,GBP
413014,2,"2016-02-17 00:00:00","Not Available",1062632,37,2174,1,GBP
413015,1,"2016-02-17 00:00:00","Not Available",200992,9,1779,1,CAD
413016,1,"2016-02-17 00:00:00","Not Available",366856,8,2106,3,CAD
413016,2,"2016-02-17 00:00:00","Not Available",366856,8,1636,2,CAD
413016,3,"2016-02-17 00:00:00","Not Available",366856,8,2104,3,CAD
413016,4,"2016-02-17 00:00:00","Not Available",366856,8,2468,1,CAD
413017,1,"2016-02-17 00:00:00","Not Available",1239489,59,76,1,USD
413018,1,"2016-02-17 00:00:00","Not Available",643186,17,1582,1,EUR
413018,2,"2016-02-17 00:00:00","Not Available",643186,17,2083,2,EUR
413020,1,"2016-02-17 00:00:00","Not Available",2096292,50,1615,1,USD
413023,1,"2016-02-17 00:00:00","Not Available",1461041,63,166,3,USD
414001,1,"2016-02-18 00:00:00","Not Available",858760,31,50,3,EUR
414001,2,"2016-02-18 00:00:00","Not Available",858760,31,373,1,EUR
414001,3,"2016-02-18 00:00:00","Not Available",858760,31,431,3,EUR
414001,4,"2016-02-18 00:00:00","Not Available",858760,31,737,6,EUR
414001,5,"2016-02-18 00:00:00","Not Available",858760,31,1332,2,EUR
414002,1,"2016-02-18 00:00:00","Not Available",1290284,54,1694,2,USD
414002,2,"2016-02-18 00:00:00","Not Available",1290284,54,1590,6,USD
414003,1,"2016-02-18 00:00:00","Not Available",923165,37,1361,4,GBP
414003,2,"2016-02-18 00:00:00","Not Available",923165,37,295,8,GBP
414003,3,"2016-02-18 00:00:00","Not Available",923165,37,56,6,GBP
414004,1,"2016-02-18 00:00:00","Not Available",131976,4,2160,4,AUD
414005,1,"2016-02-18 00:00:00","Not Available",1094291,41,1719,2,GBP
414007,1,"2016-02-18 00:00:00","Not Available",2055720,50,1295,1,USD
414008,1,"2016-02-18 00:00:00","Not Available",1441384,48,1289,5,USD
414009,1,"2016-02-18 00:00:00","Not Available",1568316,66,1438,6,USD
414009,2,"2016-02-18 00:00:00","Not Available",1568316,66,1990,3,USD
414009,3,"2016-02-18 00:00:00","Not Available",1568316,66,2006,1,USD
414010,1,"2016-02-18 00:00:00","Not Available",1279593,63,133,1,USD
414011,1,"2016-02-18 00:00:00","Not Available",1952169,51,1836,2,USD
414011,2,"2016-02-18 00:00:00","Not Available",1952169,51,1626,2,USD
414012,1,"2016-02-18 00:00:00","Not Available",368190,8,1655,4,CAD
414012,2,"2016-02-18 00:00:00","Not Available",368190,8,63,4,CAD
414012,3,"2016-02-18 00:00:00","Not Available",368190,8,1029,4,CAD
414013,1,"2016-02-18 00:00:00","Not Available",1771296,64,1913,2,USD
414013,2,"2016-02-18 00:00:00","Not Available",1771296,64,1586,2,USD
414013,3,"2016-02-18 00:00:00","Not Available",1771296,64,1628,10,USD
414013,4,"2016-02-18 00:00:00","Not Available",1771296,64,1603,1,USD
414013,5,"2016-02-18 00:00:00","Not Available",1771296,64,589,6,USD
414013,6,"2016-02-18 00:00:00","Not Available",1771296,64,1231,5,USD
414013,7,"2016-02-18 00:00:00","Not Available",1771296,64,1420,3,USD
414014,1,"2016-02-18 00:00:00","Not Available",1338452,54,1081,1,USD
414015,1,"2016-02-18 00:00:00","2016-02-25 00:00:00",1849306,0,2250,2,USD
414016,1,"2016-02-18 00:00:00","2016-02-28 00:00:00",574956,0,1816,1,EUR
414016,2,"2016-02-18 00:00:00","2016-02-28 00:00:00",574956,0,1672,4,EUR
414017,1,"2016-02-18 00:00:00","Not Available",728312,30,1073,2,EUR
414017,2,"2016-02-18 00:00:00","Not Available",728312,30,1595,9,EUR
414017,3,"2016-02-18 00:00:00","Not Available",728312,30,1620,4,EUR
414018,1,"2016-02-18 00:00:00","Not Available",737327,30,2458,2,EUR
414018,2,"2016-02-18 00:00:00","Not Available",737327,30,361,1,EUR
414018,3,"2016-02-18 00:00:00","Not Available",737327,30,1699,10,EUR
414018,4,"2016-02-18 00:00:00","Not Available",737327,30,2099,4,EUR
414018,5,"2016-02-18 00:00:00","Not Available",737327,30,1648,6,EUR
414018,6,"2016-02-18 00:00:00","Not Available",737327,30,1020,1,EUR
414020,1,"2016-02-18 00:00:00","Not Available",1745187,56,1298,5,USD
414020,2,"2016-02-18 00:00:00","Not Available",1745187,56,2013,5,USD
414020,3,"2016-02-18 00:00:00","Not Available",1745187,56,967,2,USD
414021,1,"2016-02-18 00:00:00","Not Available",544035,19,1763,3,EUR
414022,1,"2016-02-18 00:00:00","Not Available",328988,10,2494,6,CAD
414022,2,"2016-02-18 00:00:00","Not Available",328988,10,1987,4,CAD
414022,3,"2016-02-18 00:00:00","Not Available",328988,10,1034,8,CAD
414023,1,"2016-02-18 00:00:00","Not Available",1749380,65,1654,1,USD
414024,1,"2016-02-18 00:00:00","Not Available",1229784,50,2008,1,USD
415000,1,"2016-02-19 00:00:00","Not Available",1676628,56,1218,2,USD
415000,2,"2016-02-19 00:00:00","Not Available",1676628,56,618,3,USD
415000,3,"2016-02-19 00:00:00","Not Available",1676628,56,1649,8,USD
415002,1,"2016-02-19 00:00:00","Not Available",758321,30,1239,2,EUR
415002,2,"2016-02-19 00:00:00","Not Available",758321,30,1115,3,EUR
415002,3,"2016-02-19 00:00:00","Not Available",758321,30,1015,2,EUR
415003,1,"2016-02-19 00:00:00","Not Available",1870877,55,1262,2,USD
415003,2,"2016-02-19 00:00:00","Not Available",1870877,55,158,1,USD
415004,1,"2016-02-19 00:00:00","Not Available",1320851,63,1411,1,USD
415004,2,"2016-02-19 00:00:00","Not Available",1320851,63,124,5,USD
415005,1,"2016-02-19 00:00:00","Not Available",1592800,66,2082,4,USD
415005,2,"2016-02-19 00:00:00","Not Available",1592800,66,154,1,USD
415005,3,"2016-02-19 00:00:00","Not Available",1592800,66,1681,1,USD
415007,1,"2016-02-19 00:00:00","Not Available",1599307,51,108,1,USD
415008,1,"2016-02-19 00:00:00","Not Available",2026025,63,427,3,USD
415009,1,"2016-02-19 00:00:00","Not Available",402995,23,87,8,EUR
415011,1,"2016-02-19 00:00:00","Not Available",450041,23,421,2,EUR
415012,1,"2016-02-19 00:00:00","2016-02-27 00:00:00",390781,0,1991,1,CAD
415012,2,"2016-02-19 00:00:00","2016-02-27 00:00:00",390781,0,733,3,CAD
415012,3,"2016-02-19 00:00:00","2016-02-27 00:00:00",390781,0,429,2,CAD
415012,4,"2016-02-19 00:00:00","2016-02-27 00:00:00",390781,0,1637,1,CAD
415014,1,"2016-02-19 00:00:00","Not Available",70912,5,2225,5,AUD
415014,2,"2016-02-19 00:00:00","Not Available",70912,5,462,3,AUD
415014,3,"2016-02-19 00:00:00","Not Available",70912,5,237,1,AUD
415014,4,"2016-02-19 00:00:00","Not Available",70912,5,386,6,AUD
415014,5,"2016-02-19 00:00:00","Not Available",70912,5,2170,3,AUD
415014,6,"2016-02-19 00:00:00","Not Available",70912,5,74,2,AUD
415015,1,"2016-02-19 00:00:00","Not Available",1379027,44,1719,2,USD
415015,2,"2016-02-19 00:00:00","Not Available",1379027,44,451,1,USD
415016,1,"2016-02-19 00:00:00","2016-03-01 00:00:00",38613,0,1766,1,AUD
415016,2,"2016-02-19 00:00:00","2016-03-01 00:00:00",38613,0,1640,3,AUD
415017,1,"2016-02-19 00:00:00","Not Available",1162503,37,1071,1,GBP
415017,2,"2016-02-19 00:00:00","Not Available",1162503,37,94,1,GBP
416000,1,"2016-02-20 00:00:00","2016-02-27 00:00:00",1566584,0,960,1,USD
416000,2,"2016-02-20 00:00:00","2016-02-27 00:00:00",1566584,0,293,1,USD
416001,1,"2016-02-20 00:00:00","2016-02-26 00:00:00",1076623,0,438,3,GBP
416001,2,"2016-02-20 00:00:00","2016-02-26 00:00:00",1076623,0,1772,2,GBP
416002,1,"2016-02-20 00:00:00","Not Available",1900678,43,1968,3,USD
416002,2,"2016-02-20 00:00:00","Not Available",1900678,43,72,2,USD
416002,3,"2016-02-20 00:00:00","Not Available",1900678,43,495,2,USD
416003,1,"2016-02-20 00:00:00","Not Available",916866,40,1191,3,GBP
416003,2,"2016-02-20 00:00:00","Not Available",916866,40,1447,2,GBP
416004,1,"2016-02-20 00:00:00","Not Available",1304093,45,2059,2,USD
416004,2,"2016-02-20 00:00:00","Not Available",1304093,45,1591,8,USD
416007,1,"2016-02-20 00:00:00","2016-03-01 00:00:00",413117,0,182,3,EUR
416007,2,"2016-02-20 00:00:00","2016-03-01 00:00:00",413117,0,419,8,EUR
416008,1,"2016-02-20 00:00:00","Not Available",757767,30,1612,3,EUR
416008,2,"2016-02-20 00:00:00","Not Available",757767,30,489,1,EUR
416008,3,"2016-02-20 00:00:00","Not Available",757767,30,122,5,EUR
416009,1,"2016-02-20 00:00:00","2016-02-28 00:00:00",1202046,0,2143,2,USD
416009,2,"2016-02-20 00:00:00","2016-02-28 00:00:00",1202046,0,2038,5,USD
416009,3,"2016-02-20 00:00:00","2016-02-28 00:00:00",1202046,0,65,1,USD
416010,1,"2016-02-20 00:00:00","Not Available",1130812,42,1456,3,GBP
416010,2,"2016-02-20 00:00:00","Not Available",1130812,42,2064,5,GBP
416010,3,"2016-02-20 00:00:00","Not Available",1130812,42,356,2,GBP
416011,1,"2016-02-20 00:00:00","Not Available",1049861,37,1639,2,GBP
416011,2,"2016-02-20 00:00:00","Not Available",1049861,37,1597,2,GBP
416011,3,"2016-02-20 00:00:00","Not Available",1049861,37,1520,6,GBP
416011,4,"2016-02-20 00:00:00","Not Available",1049861,37,947,1,GBP
416012,1,"2016-02-20 00:00:00","2016-03-03 00:00:00",446470,0,2152,2,EUR
416013,1,"2016-02-20 00:00:00","Not Available",1548410,59,2095,7,USD
416013,2,"2016-02-20 00:00:00","Not Available",1548410,59,228,1,USD
416014,1,"2016-02-20 00:00:00","Not Available",724534,28,1658,4,EUR
416014,2,"2016-02-20 00:00:00","Not Available",724534,28,1563,2,EUR
416015,1,"2016-02-20 00:00:00","2016-02-29 00:00:00",723572,0,296,1,EUR
416015,2,"2016-02-20 00:00:00","2016-02-29 00:00:00",723572,0,424,7,EUR
416015,3,"2016-02-20 00:00:00","2016-02-29 00:00:00",723572,0,417,6,EUR
416015,4,"2016-02-20 00:00:00","2016-02-29 00:00:00",723572,0,146,2,EUR
416017,1,"2016-02-20 00:00:00","Not Available",591028,27,1862,4,EUR
416017,2,"2016-02-20 00:00:00","Not Available",591028,27,206,2,EUR
416018,1,"2016-02-20 00:00:00","Not Available",610264,16,1183,6,EUR
416019,1,"2016-02-20 00:00:00","Not Available",2023185,64,1258,2,USD
416020,1,"2016-02-20 00:00:00","Not Available",1119720,38,1597,2,GBP
416021,1,"2016-02-20 00:00:00","Not Available",1156460,42,428,7,GBP
416022,1,"2016-02-20 00:00:00","Not Available",135020,6,454,6,AUD
416024,1,"2016-02-20 00:00:00","2016-03-02 00:00:00",1382226,0,610,4,USD
416028,1,"2016-02-20 00:00:00","Not Available",403860,19,1966,3,EUR
416029,1,"2016-02-20 00:00:00","Not Available",1833460,66,187,3,USD
416029,2,"2016-02-20 00:00:00","Not Available",1833460,66,61,2,USD
416029,3,"2016-02-20 00:00:00","Not Available",1833460,66,151,7,USD
416029,4,"2016-02-20 00:00:00","Not Available",1833460,66,637,2,USD
416030,1,"2016-02-20 00:00:00","Not Available",481077,22,2000,5,EUR
417000,1,"2016-02-21 00:00:00","Not Available",832272,33,140,1,EUR
417000,2,"2016-02-21 00:00:00","Not Available",832272,33,422,6,EUR
417001,1,"2016-02-21 00:00:00","Not Available",241450,8,1779,3,CAD
417001,2,"2016-02-21 00:00:00","Not Available",241450,8,2043,3,CAD
417001,3,"2016-02-21 00:00:00","Not Available",241450,8,49,3,CAD
417001,4,"2016-02-21 00:00:00","Not Available",241450,8,72,10,CAD
418000,1,"2016-02-22 00:00:00","Not Available",1258917,44,2085,7,USD
418000,2,"2016-02-22 00:00:00","Not Available",1258917,44,1641,1,USD
418000,3,"2016-02-22 00:00:00","Not Available",1258917,44,2173,7,USD
418001,1,"2016-02-22 00:00:00","2016-03-03 00:00:00",990554,0,419,3,GBP
418001,2,"2016-02-22 00:00:00","2016-03-03 00:00:00",990554,0,1992,1,GBP
418001,3,"2016-02-22 00:00:00","2016-03-03 00:00:00",990554,0,1699,3,GBP
418002,1,"2016-02-22 00:00:00","2016-03-01 00:00:00",2013268,0,460,1,USD
418002,2,"2016-02-22 00:00:00","2016-03-01 00:00:00",2013268,0,1776,3,USD
418002,3,"2016-02-22 00:00:00","2016-03-01 00:00:00",2013268,0,1801,1,USD
418003,1,"2016-02-22 00:00:00","Not Available",1571124,55,670,10,USD
418005,1,"2016-02-22 00:00:00","Not Available",828017,33,1992,5,EUR
418006,1,"2016-02-22 00:00:00","Not Available",1789699,61,1593,6,USD
418006,2,"2016-02-22 00:00:00","Not Available",1789699,61,2049,6,USD
418007,1,"2016-02-22 00:00:00","2016-02-28 00:00:00",724370,0,2104,1,EUR
418007,2,"2016-02-22 00:00:00","2016-02-28 00:00:00",724370,0,2216,4,EUR
418008,1,"2016-02-22 00:00:00","Not Available",927241,38,491,2,GBP
418008,2,"2016-02-22 00:00:00","Not Available",927241,38,403,5,GBP
418009,1,"2016-02-22 00:00:00","2016-02-29 00:00:00",1846024,0,1168,4,USD
418011,1,"2016-02-22 00:00:00","Not Available",1986927,64,2435,4,USD
418012,1,"2016-02-22 00:00:00","2016-02-26 00:00:00",996031,0,1594,8,GBP
418012,2,"2016-02-22 00:00:00","2016-02-26 00:00:00",996031,0,1122,3,GBP
418013,1,"2016-02-22 00:00:00","Not Available",831657,32,737,3,EUR
419000,1,"2016-02-23 00:00:00","Not Available",1606675,47,46,3,USD
419000,2,"2016-02-23 00:00:00","Not Available",1606675,47,2089,2,USD
419000,3,"2016-02-23 00:00:00","Not Available",1606675,47,1622,2,USD
419000,4,"2016-02-23 00:00:00","Not Available",1606675,47,46,4,USD
419001,1,"2016-02-23 00:00:00","Not Available",1549412,47,1602,3,USD
419001,2,"2016-02-23 00:00:00","Not Available",1549412,47,1619,4,USD
419002,1,"2016-02-23 00:00:00","Not Available",1725975,66,126,3,USD
419003,1,"2016-02-23 00:00:00","Not Available",1575457,59,2020,2,USD
419003,2,"2016-02-23 00:00:00","Not Available",1575457,59,443,1,USD
419004,1,"2016-02-23 00:00:00","2016-02-26 00:00:00",946857,0,429,1,GBP
419004,2,"2016-02-23 00:00:00","2016-02-26 00:00:00",946857,0,1509,4,GBP
419004,3,"2016-02-23 00:00:00","2016-02-26 00:00:00",946857,0,100,1,GBP
419005,1,"2016-02-23 00:00:00","2016-03-02 00:00:00",1128295,0,1644,6,GBP
419006,1,"2016-02-23 00:00:00","Not Available",463947,27,1007,1,EUR
419006,2,"2016-02-23 00:00:00","Not Available",463947,27,1687,1,EUR
419007,1,"2016-02-23 00:00:00","Not Available",2030206,66,1580,1,USD
419007,2,"2016-02-23 00:00:00","Not Available",2030206,66,1580,1,USD
419007,3,"2016-02-23 00:00:00","Not Available",2030206,66,1254,1,USD
419007,4,"2016-02-23 00:00:00","Not Available",2030206,66,104,1,USD
419008,1,"2016-02-23 00:00:00","Not Available",672896,18,138,4,EUR
419008,2,"2016-02-23 00:00:00","Not Available",672896,18,2103,1,EUR
419009,1,"2016-02-23 00:00:00","Not Available",500332,24,459,3,EUR
419009,2,"2016-02-23 00:00:00","Not Available",500332,24,2114,1,EUR
419009,3,"2016-02-23 00:00:00","Not Available",500332,24,145,4,EUR
419010,1,"2016-02-23 00:00:00","Not Available",1275802,59,313,3,USD
419011,1,"2016-02-23 00:00:00","Not Available",2015900,55,1327,10,USD
419011,2,"2016-02-23 00:00:00","Not Available",2015900,55,405,4,USD
419011,3,"2016-02-23 00:00:00","Not Available",2015900,55,2096,2,USD
419011,4,"2016-02-23 00:00:00","Not Available",2015900,55,170,2,USD
419012,1,"2016-02-23 00:00:00","Not Available",1013255,42,1823,1,GBP
419012,2,"2016-02-23 00:00:00","Not Available",1013255,42,450,3,GBP
419012,3,"2016-02-23 00:00:00","Not Available",1013255,42,1643,4,GBP
419013,1,"2016-02-23 00:00:00","Not Available",625297,13,1278,4,EUR
419013,2,"2016-02-23 00:00:00","Not Available",625297,13,957,4,EUR
419014,1,"2016-02-23 00:00:00","Not Available",1921651,44,1678,10,USD
419014,2,"2016-02-23 00:00:00","Not Available",1921651,44,1702,2,USD
419014,3,"2016-02-23 00:00:00","Not Available",1921651,44,687,1,USD
419015,1,"2016-02-23 00:00:00","Not Available",1658273,65,1622,1,USD
419015,2,"2016-02-23 00:00:00","Not Available",1658273,65,122,4,USD
419016,1,"2016-02-23 00:00:00","Not Available",1668828,50,2137,5,USD
419016,2,"2016-02-23 00:00:00","Not Available",1668828,50,434,2,USD
420000,1,"2016-02-24 00:00:00","Not Available",1583170,63,710,5,USD
420001,1,"2016-02-24 00:00:00","Not Available",1782076,55,1827,1,USD
420001,2,"2016-02-24 00:00:00","Not Available",1782076,55,2098,2,USD
420003,1,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,1188,3,EUR
420003,2,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,94,7,EUR
420003,3,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,1084,3,EUR
420003,4,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,47,2,EUR
420003,5,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,538,1,EUR
420003,6,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,423,7,EUR
420003,7,"2016-02-24 00:00:00","2016-03-03 00:00:00",424546,0,1737,4,EUR
420005,1,"2016-02-24 00:00:00","Not Available",1304549,44,2400,1,USD
420005,2,"2016-02-24 00:00:00","Not Available",1304549,44,78,4,USD
420005,4,"2016-02-24 00:00:00","Not Available",1304549,44,1600,1,USD
420005,5,"2016-02-24 00:00:00","Not Available",1304549,44,425,8,USD
420005,6,"2016-02-24 00:00:00","Not Available",1304549,44,1446,3,USD
420006,1,"2016-02-24 00:00:00","Not Available",679190,16,1642,2,EUR
420006,2,"2016-02-24 00:00:00","Not Available",679190,16,1902,2,EUR
420006,3,"2016-02-24 00:00:00","Not Available",679190,16,1600,7,EUR
420007,1,"2016-02-24 00:00:00","Not Available",2006644,64,305,1,USD
420007,2,"2016-02-24 00:00:00","Not Available",2006644,64,1550,1,USD
420007,3,"2016-02-24 00:00:00","Not Available",2006644,64,646,2,USD
420007,4,"2016-02-24 00:00:00","Not Available",2006644,64,962,2,USD
420007,5,"2016-02-24 00:00:00","Not Available",2006644,64,1590,6,USD
420007,6,"2016-02-24 00:00:00","Not Available",2006644,64,1314,3,USD
420007,7,"2016-02-24 00:00:00","Not Available",2006644,64,1965,3,USD
420008,1,"2016-02-24 00:00:00","Not Available",325088,8,1574,1,CAD
420008,2,"2016-02-24 00:00:00","Not Available",325088,8,1377,6,CAD
420009,1,"2016-02-24 00:00:00","Not Available",277538,9,1671,10,CAD
420010,1,"2016-02-24 00:00:00","Not Available",2011796,44,147,7,USD
420010,2,"2016-02-24 00:00:00","Not Available",2011796,44,188,3,USD
420011,1,"2016-02-24 00:00:00","Not Available",1699480,61,938,1,USD
420012,1,"2016-02-24 00:00:00","2016-03-02 00:00:00",2037919,0,2091,1,USD
420013,1,"2016-02-24 00:00:00","Not Available",473689,22,2004,1,EUR
420013,2,"2016-02-24 00:00:00","Not Available",473689,22,802,1,EUR
420013,3,"2016-02-24 00:00:00","Not Available",473689,22,2113,4,EUR
420013,4,"2016-02-24 00:00:00","Not Available",473689,22,1181,3,EUR
420014,1,"2016-02-24 00:00:00","Not Available",831657,33,106,5,EUR
420014,2,"2016-02-24 00:00:00","Not Available",831657,33,1655,3,EUR
420014,3,"2016-02-24 00:00:00","Not Available",831657,33,1002,5,EUR
420015,1,"2016-02-24 00:00:00","Not Available",1392224,48,1436,1,USD
420015,2,"2016-02-24 00:00:00","Not Available",1392224,48,1694,4,USD
420016,1,"2016-02-24 00:00:00","Not Available",1209643,51,69,1,USD
420017,1,"2016-02-24 00:00:00","Not Available",337695,10,1208,2,CAD
420018,1,"2016-02-24 00:00:00","Not Available",1115485,36,2383,1,GBP
420018,2,"2016-02-24 00:00:00","Not Available",1115485,36,2006,7,GBP
420018,3,"2016-02-24 00:00:00","Not Available",1115485,36,1594,4,GBP
420019,1,"2016-02-24 00:00:00","Not Available",1157497,41,1703,10,GBP
420019,2,"2016-02-24 00:00:00","Not Available",1157497,41,1485,9,GBP
420020,1,"2016-02-24 00:00:00","Not Available",143278,4,106,1,AUD
420020,2,"2016-02-24 00:00:00","Not Available",143278,4,1376,1,AUD
420020,3,"2016-02-24 00:00:00","Not Available",143278,4,458,1,AUD
420020,4,"2016-02-24 00:00:00","Not Available",143278,4,2061,5,AUD
420020,5,"2016-02-24 00:00:00","Not Available",143278,4,19,3,AUD
420020,6,"2016-02-24 00:00:00","Not Available",143278,4,43,6,AUD
420021,1,"2016-02-24 00:00:00","Not Available",944448,39,61,2,GBP
420021,2,"2016-02-24 00:00:00","Not Available",944448,39,103,1,GBP
420021,3,"2016-02-24 00:00:00","Not Available",944448,39,1027,4,GBP
421000,1,"2016-02-25 00:00:00","Not Available",1003788,38,75,4,GBP
421000,2,"2016-02-25 00:00:00","Not Available",1003788,38,1657,4,GBP
421000,3,"2016-02-25 00:00:00","Not Available",1003788,38,1233,4,GBP
421001,1,"2016-02-25 00:00:00","Not Available",208556,8,1058,3,CAD
421003,1,"2016-02-25 00:00:00","Not Available",308410,10,1991,2,CAD
421003,2,"2016-02-25 00:00:00","Not Available",308410,10,1477,2,CAD
421003,3,"2016-02-25 00:00:00","Not Available",308410,10,2091,1,CAD
421004,1,"2016-02-25 00:00:00","Not Available",607841,15,1672,5,EUR
421004,2,"2016-02-25 00:00:00","Not Available",607841,15,1805,2,EUR
421006,1,"2016-02-25 00:00:00","Not Available",275718,8,118,1,CAD
421006,2,"2016-02-25 00:00:00","Not Available",275718,8,1303,3,CAD
421008,1,"2016-02-25 00:00:00","2016-03-03 00:00:00",217102,0,1806,8,CAD
421008,2,"2016-02-25 00:00:00","2016-03-03 00:00:00",217102,0,77,1,CAD
421009,1,"2016-02-25 00:00:00","Not Available",1886071,44,1446,2,USD
421009,2,"2016-02-25 00:00:00","Not Available",1886071,44,1571,1,USD
421009,3,"2016-02-25 00:00:00","Not Available",1886071,44,1617,10,USD
421010,1,"2016-02-25 00:00:00","Not Available",1984649,50,1817,4,USD
421012,1,"2016-02-25 00:00:00","Not Available",1558588,55,1651,8,USD
421012,2,"2016-02-25 00:00:00","Not Available",1558588,55,168,9,USD
421014,1,"2016-02-25 00:00:00","2016-03-01 00:00:00",1319610,0,1291,1,USD
421014,2,"2016-02-25 00:00:00","2016-03-01 00:00:00",1319610,0,69,2,USD
421014,3,"2016-02-25 00:00:00","2016-03-01 00:00:00",1319610,0,28,7,USD
421015,1,"2016-02-25 00:00:00","Not Available",34850,5,1601,4,AUD
421016,1,"2016-02-25 00:00:00","Not Available",1332152,65,187,2,USD
421016,3,"2016-02-25 00:00:00","Not Available",1332152,65,2119,1,USD
421016,4,"2016-02-25 00:00:00","Not Available",1332152,65,1050,2,USD
421017,1,"2016-02-25 00:00:00","Not Available",1068402,41,1177,3,GBP
421017,2,"2016-02-25 00:00:00","Not Available",1068402,41,128,8,GBP
421017,3,"2016-02-25 00:00:00","Not Available",1068402,41,1463,4,GBP
421019,1,"2016-02-25 00:00:00","Not Available",1431767,53,1623,5,USD
421019,2,"2016-02-25 00:00:00","Not Available",1431767,53,1741,4,USD
